text,date,retweets,favorites,negative,neutral,positive,compound
honestly why the hell are people complaining about the new snapchat update?? ITS PERFECTLY FINE.,2018-02-23 13:59:58,0,0,0.235,0.367,0.398,0.6626
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:59:58,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:59:56,0,0,0.0,0.75,0.25,0.6514
Did Snapchat update to make it easier for people to access the stories lmao it’s categorized now,2018-02-23 13:59:55,2,17,0.0,0.691,0.309,0.7717
Kylie didn’t kill Snapchat. @ Snapchat killed snap chat,2018-02-23 13:59:55,0,0,0.605,0.395,0.0,-0.8807
Deleting # Snapchat. Not user friendly. Might comeback if it gets better. # deletingsnapchat # RIPSNAPCHAT # badupdate # boycott #,2018-02-23 13:59:53,1,0,0.113,0.588,0.299,0.5859
when you try to swipe the screen a lil to see what the snapchat says but then it opens it pic.twitter.com/YiPjxxI74t,2018-02-23 13:59:52,1,7,0.0,1.0,0.0,0.0
@ KylieJenner And we now know why she quit Snapchat. She wasn't #1 in engagement with her followers. She's having a Snapchat tantrum. What a diva?,2018-02-23 13:59:52,0,0,0.201,0.799,0.0,-0.6463
I redownloaded Snapchat again pic.twitter.com/6SksF7pCHY,2018-02-23 13:59:51,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:59:49,0,0,0.0,0.75,0.25,0.6514
@ Snapchat just change the snapchat back already this shit getting old bro # wedontlikeit,2018-02-23 13:59:47,0,0,0.262,0.738,0.0,-0.6428
"had to make a new Snapchat, add me @/anthonyjulz pic.twitter.com/FxZQ5lsAlz",2018-02-23 13:59:47,0,1,0.0,1.0,0.0,0.0
"Griffith High School alum charged after Snapchat threat to 'shoot you all down', records show http://ift.tt/2ENaNen # PostTrib",2018-02-23 13:59:44,0,0,0.352,0.648,0.0,-0.765
"My friends & I were playing truth or dare, they dared me to touch the back of my throat with a candy cane I did it, and didn’t gag. I mentioned I don’t have that reflux (big mistake) so that was posted on Snapchat... hours later her brother messaged me about hanging out https://twitter.com/larrybuzzin/status/967109516243472384 …",2018-02-23 13:59:44,0,1,0.045,0.821,0.134,0.5859
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:59:43,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:59:43,0,0,0.0,0.75,0.25,0.6514
. @ Snapchat wtf.,2018-02-23 13:59:40,0,1,0.792,0.208,0.0,-0.5859
I just got the update for snapchat and let me say it’s horrible,2018-02-23 13:59:38,0,0,0.241,0.759,0.0,-0.5423
Snapchat just upsets me,2018-02-23 13:59:36,0,0,0.455,0.545,0.0,-0.3612
3 weeks later and snapchat finally decided to update ...,2018-02-23 13:59:35,0,0,0.0,1.0,0.0,0.0
"Omg snapchat have Gifs !!!!!!! They need more of Alfie tho , only have 2 of him :( @ PointlessBlog @ Zoellapic.twitter.com/xEXp5JJOgk",2018-02-23 13:59:35,0,1,0.193,0.807,0.0,-0.6209
Lmao real shit that's just a stoner move period. And I would but I ain't on IG nomore. You on Snapchat? https://twitter.com/ChiefedOutJay/status/967156109520719872 …,2018-02-23 13:59:35,0,0,0.106,0.782,0.113,0.0387
Kylie Jenner che scrive su Twitter che non sta più usando Snapchat e fa perdere soldi in borsa al social è il mio life goal,2018-02-23 13:59:34,0,5,0.0,1.0,0.0,0.0
"The Content # Marketing Weekly: # Google, Snap#Chat and More http://dlvr.it/QHbCjS",2018-02-23 13:59:33,0,0,0.0,1.0,0.0,0.0
If im left on delivered and your snapchat score goes up fuck you,2018-02-23 13:59:32,0,0,0.226,0.774,0.0,-0.5423
i swear snapchat is only getting slower,2018-02-23 13:59:32,0,6,0.194,0.806,0.0,-0.0516
I just got the Snapchat update and it’s not even that bad,2018-02-23 13:59:30,0,2,0.0,0.778,0.222,0.431
They fixed snapchat pic.twitter.com/q7lFIFmLKT,2018-02-23 13:59:30,0,2,0.0,1.0,0.0,0.0
I just keep refreshing my snapchat just to watch the little ghost dance ??,2018-02-23 13:59:29,0,0,0.165,0.835,0.0,-0.3328
snapchat update w the three tabs for groups/stories/all makes it so you can no longer slightly swipe on a chat to read someone’s message w/out actually “opening” it... well damn!,2018-02-23 13:59:28,0,2,0.168,0.768,0.065,-0.5197
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:59:27,0,0,0.0,0.75,0.25,0.6514
Can I get your premium Snapchat? @ jacobccfisher,2018-02-23 13:59:26,0,2,0.0,1.0,0.0,0.0
Nooooo! My Snapchat just randomly changed anyone know how/if you can change it back??!?,2018-02-23 13:59:26,0,0,0.0,1.0,0.0,0.0
@ Snapchat thanks for the update,2018-02-23 13:59:25,0,0,0.0,0.58,0.42,0.4404
Kylie Jenner provocó millonaria pérdida a Snapchat con un tuit https://colombia.mb4uli.com/kylie-jenner-provoco-millonaria-perdida-a-snapchat-con-un-tuit/ …pic.twitter.com/L3BnUoBpsZ,2018-02-23 13:59:25,0,0,0.0,1.0,0.0,0.0
Just saw my friends roommates Snapchat story and I have come to a realization. MY FUCKIG CAT DOESNT LIKE ME,2018-02-23 13:59:24,0,0,0.0,0.716,0.284,0.7456
"Space X kiinnostui Brasiliasta – ""En halunnut mukaan Snapchat on pettymys""",2018-02-23 13:59:17,0,0,0.0,1.0,0.0,0.0
Did you hear that Kylie Jenner broke Snapchat.,2018-02-23 13:59:17,0,1,0.286,0.714,0.0,-0.4215
"J'aime une vidéo @ YouTube : ""Comment revenir à l'ancienne mise à jour snapchat sur iOS ? - Astuce snapchat"" à l'adresse",2018-02-23 13:59:16,0,0,0.0,1.0,0.0,0.0
UGH MY PHONE UPDATED SNAPCHAT TO THE NEW UPDATE !!! WHAT THE HELL . I HATE IT . @ Snapchat,2018-02-23 13:59:15,0,1,0.522,0.478,0.0,-0.9449
"@ shanedawson I just want to say when you upload on snapchat it’s so cute and personal and it makes me think you’re like actually a real person and I love it and I love you and don’t worry about the upload schedule, quality over quantity, please don’t stress yourself out!!",2018-02-23 13:59:14,0,0,0.091,0.607,0.302,0.9224
The fact I had to pick up @ jhxrrisss last night by looking at Snapchat maps amuses me,2018-02-23 13:59:14,0,1,0.0,0.847,0.153,0.4019
"Oh jeez please, SnapChat did it all by themselves. https://twitter.com/fortunemagazine/status/966915659618697217 …",2018-02-23 13:59:13,0,0,0.0,0.796,0.204,0.3182
snapchat is blowing up w/ the snow snaps of # vegasweather best day ever,2018-02-23 13:59:09,1,4,0.0,0.741,0.259,0.6369
Tease upcoming content with @ Snapchat's new 'to be continued' lens. http://qoo.ly/mitmy # snapchatlens # socialmediamarketing # snapchat pic.twitter.com/4JMIEmKeSr,2018-02-23 13:59:08,0,0,0.141,0.859,0.0,-0.3182
"Yikes @ snapchatsupport/ @ Snapchat is terrible at recognizing reports. I had to report someone yesterday for posting a violent threat against someone, showing blood on the floor as example as what's to come to whoever they're targeting.",2018-02-23 13:59:07,0,0,0.251,0.749,0.0,-0.886
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:59:06,0,0,0.0,0.75,0.25,0.6514
Did Kylie Jenner’s tweet cause Snapchat stock to plunge $1.3 billion? Here are 5 of the costliest tweets ever http://dlvr.it/QHbCKy # Stocks,2018-02-23 13:59:05,0,0,0.0,1.0,0.0,0.0
My snapchat has finally updated and I’m not happy I just started feeling better why,2018-02-23 13:59:04,0,1,0.163,0.598,0.239,0.1032
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:59:02,0,0,0.0,0.75,0.25,0.6514
"El mundo debe estar muy mal, como para que una Kardashian (Jenner) le reste valor a una empresa como Snapchat.",2018-02-23 13:59:01,0,1,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:59:00,0,0,0.0,0.75,0.25,0.6514
Damn it my Snapchat finally updated lol,2018-02-23 13:58:59,0,2,0.257,0.476,0.267,0.0258
Pérdidas de más de 1.300 millones de dólares: Un tuit de Kylie Jenner hace temblar a Snapchat https://es.rt.com/5njh pic.twitter.com/Ai2wTjIkp1,2018-02-23 13:58:55,12,34,0.0,1.0,0.0,0.0
If Kylie singlehandedly brings back the old Snapchat I will exclusively wear Kylie Cosmetics. Deadass. https://fb.me/3utf2ICbP,2018-02-23 13:58:55,0,0,0.0,1.0,0.0,0.0
Y’all ain’t slick tryna be lowkey and shit!! Y’all fucking huh? Because according to Snapchat maps!! pic.twitter.com/DS99JKgXun,2018-02-23 13:58:55,0,1,0.23,0.77,0.0,-0.6973
I hate the Snapchat update it’s official,2018-02-23 13:58:53,0,1,0.425,0.575,0.0,-0.5719
Snapchat? Nunca nem vi,2018-02-23 13:58:52,0,1,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:58:51,0,0,0.0,0.75,0.25,0.6514
"Army WCT is now on Snapchat! Follow us for everything # ArmyTrials, including exclusive content you’ll only see on Snap! # getconnectedpic.twitter.com/qkpulVhI6C",2018-02-23 13:58:50,1,0,0.0,0.901,0.099,0.2695
Just don’t send nudes,2018-02-23 13:58:50,0,0,0.0,1.0,0.0,0.0
@ Cece__487 hmu beautiful you gotta Snapchat?,2018-02-23 13:58:49,0,0,0.0,0.562,0.438,0.5994
Snapchat updated again,2018-02-23 13:58:49,0,0,0.0,1.0,0.0,0.0
@ adraycun shes coming for your brand.. I feel snapchat lost manny when they updated...,2018-02-23 13:58:48,0,1,0.161,0.839,0.0,-0.3182
"According to this article, Snapchat stocks drop 6% after Kylie Jenner tweeted that she didn’t use Snapchat anymore. https://www.theverge.com/2018/2/22/17040332/snap-stock-price-kylie-jenner-tweet-snapchat-1-billion-market-loss …",2018-02-23 13:58:47,0,2,0.104,0.896,0.0,-0.2732
I really hate @ Snapchat now so dont snap me unless you’re my boo,2018-02-23 13:58:45,0,0,0.266,0.734,0.0,-0.6115
Snapchat just keeps making bad updates,2018-02-23 13:58:43,0,0,0.412,0.588,0.0,-0.5423
I stopped Snapchatting because it was making me crazy,2018-02-23 13:58:41,0,0,0.417,0.583,0.0,-0.5106
Thank goodness ! Snapchat have changed the layout again to something more usable,2018-02-23 13:58:41,0,0,0.0,0.633,0.367,0.6996
Damn snap chat finally got me with that damn update... RIP,2018-02-23 13:58:39,0,2,0.375,0.625,0.0,-0.6597
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:58:39,0,0,0.0,0.75,0.25,0.6514
I thought I was safe from the new Snapchat bc I turned off my auto updates but rn I was in the app and I went out to answer a text and when I went back IT WAS UPDATED WTF,2018-02-23 13:58:38,0,0,0.16,0.79,0.05,-0.7468
New favourite jumper . . . # newlook # cameorose # grey # jumper # sweater # snapchat… https://www.instagram.com/p/Bfjh1t1hHps/,2018-02-23 13:58:38,0,0,0.0,0.882,0.118,0.0516
Been telling folks that Snapchat was trash,2018-02-23 13:58:37,0,1,0.0,1.0,0.0,0.0
@ Snapchat seriously......??? We want the old thing back....you keep updating like we asked you to. GIVE ME IT BACK!!!!!,2018-02-23 13:58:33,0,0,0.0,0.755,0.245,0.6713
Me tienes en tu Snapchat todo el día metido a ver todo lo que has puesto o si viste el mío,2018-02-23 13:58:33,0,0,0.0,1.0,0.0,0.0
TJ sale a re go jola go monate . A re kgapisetsa sethitho on Snapchat . Please don't believe her . She has another life there . In real life .,2018-02-23 13:58:32,0,0,0.0,0.909,0.091,0.3182
"snapchat era tão ícone, essas horas já deve tá no mesmo limbo que o vine",2018-02-23 13:58:31,0,0,0.145,0.855,0.0,-0.296
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:58:30,0,0,0.0,0.75,0.25,0.6514
Arretes de bisquer à cause de mon sangoku ss divin,2018-02-23 13:58:30,0,0,0.0,1.0,0.0,0.0
Woooo # Snapchat update but now I can’t figure out how to chat people... every time I swipe right it moves sections,2018-02-23 13:58:29,0,2,0.0,1.0,0.0,0.0
AND SNAPCHAT THNX https://twitter.com/jordan_coombe/status/965136638014840833 …,2018-02-23 13:58:28,0,7,0.0,1.0,0.0,0.0
if you seen my meltdown on snapchat this morning over cooper pissing on my new 2 thousand dollar mattress i hope no one seriously tries to come take him lol he’s mine.,2018-02-23 13:58:27,0,4,0.177,0.67,0.153,0.0258
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:58:26,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:58:26,0,0,0.0,0.75,0.25,0.6514
So Snapchat finally updated on my phone today.,2018-02-23 13:58:24,0,0,0.0,1.0,0.0,0.0
now I can't login to my snapchat.... @ Snapchat,2018-02-23 13:58:24,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:58:23,0,0,0.0,0.75,0.25,0.6514
Can’t imagine how shook the lead UX/UI designer of Snapchat is.... to botch an interface redesign so bad you nearly break a whole multi-billion dollar company. Christ.,2018-02-23 13:58:23,0,0,0.197,0.803,0.0,-0.7088
"A fun piece idea. After Kylie's ""Snapchat Is Dead"" comment sends SNAP stock down 5%. Maybe other instances of celebrities who have had ridiculous or powerful movements on the price of a stock. Happy to see you're back!",2018-02-23 13:58:22,0,1,0.142,0.647,0.211,0.5093
Whoever updated my Snapchat yo moms a hoe,2018-02-23 13:58:21,0,1,0.0,1.0,0.0,0.0
Funny how the females that don’t like me or dfwm still follow me on Twitter/IG/Snapchat. Funny how females ion even got beef with got me blocked. What’s even funnier is I Don’t got beef with anyone but a female always got a problem with me,2018-02-23 13:58:21,9,15,0.105,0.741,0.154,0.1027
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:58:20,0,0,0.0,0.75,0.25,0.6514
Snapchat stories: *Posts picture of raindrops* “It’s snowing!!” pic.twitter.com/L2dzJiN04V,2018-02-23 13:58:20,0,7,0.0,1.0,0.0,0.0
I love looking at people’s bitmojis on Snapchat,2018-02-23 13:58:20,0,4,0.0,0.588,0.412,0.6369
I’m soo pissed because I’ve been avoiding the snapchat update since it came out and it just updated itself and it’s disgusting I’m deleting it’s over bye @ Snapchat,2018-02-23 13:58:19,0,0,0.286,0.714,0.0,-0.875
My Snapchat just updated...,2018-02-23 13:58:19,0,2,0.0,1.0,0.0,0.0
my snapchat just updated itself pic.twitter.com/PzwuRycBEF,2018-02-23 13:58:19,0,2,0.0,1.0,0.0,0.0
Look at Snapchat tryna make it up to us w a separate page for stories # ilikethat # snapchatupdate,2018-02-23 13:58:18,0,0,0.0,1.0,0.0,0.0
Adding Phillip Schofield on snapchat was definitely one of the smartest moves of my life pic.twitter.com/xPqFpB39aR,2018-02-23 13:58:18,1,2,0.0,0.676,0.324,0.7717
Fuck me my snapchat has finally updated to the horrendous new layout,2018-02-23 13:58:17,0,0,0.422,0.578,0.0,-0.8074
So I used the @ NAMESSTRANGE # Data album cover in a Snapchat filter and it worked surprisingly well? Go listen to the new album today! @ Frenchkissingpic.twitter.com/y6s99okds1,2018-02-23 13:58:16,0,3,0.0,0.821,0.179,0.5562
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:58:16,0,0,0.0,0.75,0.25,0.6514
another Snapchat update???,2018-02-23 13:58:15,0,0,0.0,1.0,0.0,0.0
Loving my new hair! # selfie # highlight # poppin # blueeyes # girlsofinsta # snapchat… https://www.instagram.com/p/BfjhyQAnESw/,2018-02-23 13:58:13,0,1,0.0,0.577,0.423,0.7644
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:58:11,0,0,0.0,0.75,0.25,0.6514
Snapchat responds to the http://Change.org  petition!http://ihe.art/yGt5lNA,2018-02-23 13:58:10,0,0,0.0,1.0,0.0,0.0
Snapchat made a lot of people mad lol I went to redownload it real quick and I looked at how low the rating is now and read the reviews and man...poor Snapchat I'm definitely deleting it after I see what I want to see lol,2018-02-23 13:58:09,1,3,0.108,0.695,0.196,0.5106
This week I modeled an Internet Safety lesson for 3rd graders. It's so important to talk to young children about this before their online habits are ingrained. I am always amazed at how many 3rd graders are already using Snapchat & other social media accounts! # DigitalCitizenship,2018-02-23 13:58:06,0,2,0.0,0.822,0.178,0.8252
"If you post the exact same picture and caption on Facebook, Instagram, Twitter, and Snapchat all at the same time I hate you. What are you doing. Bye.",2018-02-23 13:58:06,0,1,0.125,0.875,0.0,-0.5719
Your boy got that new Snapchat back >>>> pic.twitter.com/eldfdeExjT,2018-02-23 13:58:06,0,0,0.0,1.0,0.0,0.0
psa: @ Snapchat attempting to organize the newfound chaos pic.twitter.com/OIPMLDlDDU,2018-02-23 13:58:05,0,1,0.316,0.684,0.0,-0.5719
Bro am I tripping or did Snapchat update again??,2018-02-23 13:58:05,0,1,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:58:04,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:58:04,0,0,0.0,0.75,0.25,0.6514
I don't use Snapchat anymore since the update,2018-02-23 13:58:03,0,2,0.0,1.0,0.0,0.0
"Tænkt hvis Snapchat havde statistik over, hvor mange gange man havde taget et billede af sig selv og slettet det igen............",2018-02-23 13:58:03,0,3,0.0,1.0,0.0,0.0
How funny when a girl puts up a snapchat of drinks out with a boy that’s been chatting u up.. # caughtout,2018-02-23 13:58:03,1,6,0.0,0.847,0.153,0.4404
AY YALL SNAPCHAT UPDATED,2018-02-23 13:58:02,0,0,0.0,1.0,0.0,0.0
I start every morning by looking at the @ TheGoldenRatio4 Snapchat story and seeing Queso’s smiling face seriously impacts my morning in such a positive way. Thank you for sharing your Golden’s,2018-02-23 13:58:01,0,19,0.045,0.638,0.316,0.8807
"So.. haunted_spoons made this ungodly creation.. And it works with snapchat filters! @Redmond,… https://www.instagram.com/p/BfjhxKfgwCx/",2018-02-23 13:58:01,0,0,0.0,1.0,0.0,0.0
Fair & lovely fasaat ki jad || snapchat funny video: http://youtu.be/YqhQdIPZ1JQ?a  via @ YouTube,2018-02-23 13:58:00,0,1,0.0,0.5,0.5,0.8402
Why are there some dudes out there that just haveee to use the voice changer EVERY time they use snapchat?,2018-02-23 13:57:59,1,2,0.0,1.0,0.0,0.0
Por favor cambien ese diseño de @ Snapchat @ Snap @ snapchatsupport,2018-02-23 13:57:57,0,0,0.0,0.748,0.252,0.4019
Can you add me on Snapchat? My username is mattiplite1011,2018-02-23 13:57:53,0,0,0.0,1.0,0.0,0.0
Snapchat updated again. Slick made my life a little easier lol,2018-02-23 13:57:53,0,0,0.0,0.614,0.386,0.616
Hey beautiful. What is your Snapchat if you don’t mind? — Eh https://curiouscat.me/YusssRAWR/post/324517722?1519422992 …,2018-02-23 13:57:52,0,0,0.0,0.738,0.262,0.644
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:57:50,0,0,0.0,0.75,0.25,0.6514
# snapchat # yandel @ yandeloficial @ llanderis01 @ Juanlmorera # premiolonuestro # PLN30 https://www.instagram.com/p/BfjhoSGHmtu/,2018-02-23 13:57:49,0,0,0.0,1.0,0.0,0.0
hate this new snapchat update once again,2018-02-23 13:57:45,0,1,0.381,0.619,0.0,-0.5719
SNAPCHAT BEY AYNI OROSPU ÇOCUĞUNU BUGÜN 3. ENGELLEYİŞİM TEKRAR KARŞIMA ÇIKARIRSANIZ ANANIZI AVRADINIZI BEN SİKERİM @ Snap @ snapchatsupport @ Snapchat,2018-02-23 13:57:45,0,3,0.0,1.0,0.0,0.0
It me but Snapchat so it sort of me not really me I mean I don’t really have freckles so it only kinda me # NewProfilePicpic.twitter.com/uwgMH2W9wA,2018-02-23 13:57:44,1,12,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:57:44,0,0,0.0,0.75,0.25,0.6514
Snapchat put a sidebar for seeing stories and groupchats but still they suck,2018-02-23 13:57:42,0,0,0.259,0.741,0.0,-0.5927
@ PaulTripp filter on Snapchat...who knew? pic.twitter.com/hxUFr5w6o6,2018-02-23 13:57:42,0,1,0.0,1.0,0.0,0.0
"Snapchat finally separated the stories section, bout time",2018-02-23 13:57:39,0,1,0.0,1.0,0.0,0.0
"Remember the days when your friend would give you their phone, and you’d post a pic on snapchat of yourself with the caption “hacked”, disregarding the fact that they willingly gave you their phone and you did not in fact hack them. # thesimplerdays",2018-02-23 13:57:38,2,14,0.042,0.887,0.071,0.3182
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:57:36,0,0,0.0,0.75,0.25,0.6514
SNAPCHAT BOUGHT BACK THE LEOPARD FILTER. This is the only good update they've done in the past month.,2018-02-23 13:57:36,0,1,0.0,0.854,0.146,0.4404
I’ve said this before but PMOYS are annoying af. stop adding strangers to snapchat.,2018-02-23 13:57:35,0,0,0.346,0.654,0.0,-0.7469
@ fentybeauty @ ABHcosmetics @ JeffreeStar @ purcosmetics @ tartecosmetics @ MorpheBrushes @ NyxCosmetics @ Snapchat pic.twitter.com/mGM2A0odUc,2018-02-23 13:57:34,0,1,0.0,1.0,0.0,0.0
"Un tuit de Kylie Jenner le hizo perder a Snapchat $1,300 millones http://bit.ly/2owxB6O pic.twitter.com/WATi8n30GL",2018-02-23 13:57:34,0,0,0.0,1.0,0.0,0.0
"snapchat allows you to remove text or remove a filter from stuff you’ve saved in your memories now, suddenly i stan again",2018-02-23 13:57:32,0,1,0.0,0.872,0.128,0.4215
Snapchat pierde millones de dólares luego de este sincero tweet de Kylie Jenner https://goo.gl/TLBELS,2018-02-23 13:57:31,2,6,0.0,1.0,0.0,0.0
Snapchat's market value dropped by $1.5 *billion* because of this young woman's comment. # Wowhttps://twitter.com/complex/status/967129692598923264 …,2018-02-23 13:57:30,0,0,0.0,0.844,0.156,0.34
finally snapchat updated to something not as bad. still sucks though,2018-02-23 13:57:27,0,0,0.174,0.627,0.199,0.09
I swear half of my Insta and Snapchat is in Budapest or Krakow - get me outta here,2018-02-23 13:57:27,0,1,0.074,0.926,0.0,-0.0516
Why do people get their lashes done & then take a pic with a snapchat filter that has eyelashes on it saying 'love my new lashes' ... we can't see the talent,2018-02-23 13:57:26,0,0,0.07,0.805,0.125,0.4344
I never thought there'd comes a time where I'd uninstall @ Snapchat from my phone... It's so sad...,2018-02-23 13:57:23,0,0,0.0,1.0,0.0,0.0
SNAPCHAT WHAT THE HELL?!? Why couldn’t you just leave my phone alone with your stupid ass update?!,2018-02-23 13:57:22,0,0,0.58,0.42,0.0,-0.9482
My plugs my best friend on Snapchat,2018-02-23 13:57:19,0,5,0.0,0.403,0.597,0.8126
Snapchat finally caught up and now you cant swipe to peek at the message without opening it,2018-02-23 13:57:19,0,3,0.0,1.0,0.0,0.0
@ Snapchat your update is shit. Change it back.,2018-02-23 13:57:17,0,0,0.34,0.66,0.0,-0.5574
Too many glitches. My friend sent me a couple photos with Snapchat and when I went to look at them later they were all gone. # dadjokes,2018-02-23 13:57:17,0,1,0.0,0.878,0.122,0.4939
yo my snapchat was definitely the last one to update. and i fucking hate it. i cant make fun of ppl anymore lmao,2018-02-23 13:57:16,0,1,0.221,0.561,0.218,-0.0245
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:57:13,0,0,0.0,0.75,0.25,0.6514
"Snapchat Aunty Nike, Ekaale",2018-02-23 13:57:13,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:57:12,0,0,0.0,0.75,0.25,0.6514
@ Snapchat FUCK OFF I DONT EVEN HAVE AUTOMATIC UPDATES ON WHY DID YOU UPDATE MY SNAPCHAT,2018-02-23 13:57:12,0,0,0.232,0.768,0.0,-0.6408
Snapchat is having issues since 03:18 PM EST http://outage.report/snapchat  RT if you're also affected # snapchatdownpic.twitter.com/GRS0doCCtB,2018-02-23 13:57:11,2,0,0.103,0.897,0.0,-0.1531
"Actu: Kylie Jenner tweete et Snapchat perd 1,3 milliards de >> http://bit.ly/2BMDhSI # actualitéspic.twitter.com/IX7GRPkONo",2018-02-23 13:57:09,0,0,0.0,1.0,0.0,0.0
I posted a selfie on Snapchat yesterday and the guy I posted it for didn’t even comment wooooooowwwww,2018-02-23 13:57:08,0,4,0.0,1.0,0.0,0.0
"i didn't even update this hoe. Matter fact, that trash ass update is still there pending in the Play Store. Y'all some bitches @ Snapchat",2018-02-23 13:57:07,0,0,0.247,0.635,0.117,-0.7096
Sure but other platforms have the same issue when pivoting to new formats. Question is whether it’s sustainable. key is looking at user growth / retention / time spent and avg roi on ads before and after their ux changes. That will tell you how viable # snapchat strategy is https://twitter.com/ojrenick/status/967054954216247298 …,2018-02-23 13:57:06,0,0,0.0,0.901,0.099,0.6187
La historia de cómo Facebook echó una mano al cuello a Snapchat y le catapultó al éxito: https://goo.gl/ZNFMya,2018-02-23 13:57:04,0,0,0.0,1.0,0.0,0.0
s/o @ Snapchat for reminding me everytime I open someone’s story that they left me on read in January # openwounds,2018-02-23 13:57:04,1,42,0.0,1.0,0.0,0.0
Gotta erase people on snap chat for this weekend,2018-02-23 13:57:03,0,0,0.0,1.0,0.0,0.0
"I’m one of the few, the proud, the people who’s Snapchat hasn’t updated yet",2018-02-23 13:57:03,3,36,0.0,0.807,0.193,0.4767
Slowly detoxing from social media....deleted Snapchat from my phone...what’s next Facebook I think.,2018-02-23 13:57:02,0,3,0.0,1.0,0.0,0.0
"When is Snapchat going to admit they were wrong about their new update, when even their value fell dramatically because of it? Will the stubborn have to eat their panties in the end? # stupidity # toddlers # snapchatupdate",2018-02-23 13:57:00,0,0,0.205,0.7,0.095,-0.7059
"If I don't normally send you photos/videos on Snapchat and I randomly do, know that both my phone and Snapchat hate me.",2018-02-23 13:56:58,1,2,0.163,0.837,0.0,-0.5719
MY SNAP CHAT JUST UPDATED BRO HOW WHAT WHO EVEN,2018-02-23 13:56:55,0,2,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 13:56:55,0,0,0.0,0.75,0.25,0.6514
